quart,quarter,time,aus.idn,aut.idn,bel.idn,can.idn,deu.idn,dnk.idn,esp.idn,fin.idn,fra.idn,gbr.idn,grc.idn,ita.idn,jpn.idn,nld.idn,prt.idn,swe.idn,usa.idn,aus.id,aut.id,bel.id,can.id,deu.id,dnk.id,esp.id,fin.id,fra.id,gbr.id,grc.id,ita.id,jpn.id,nld.id,prt.id,swe.id,usa.id,aus.b.gdp,aut.b.gdp,bel.b.gdp,can.b.gdp,deu.b.gdp,dnk.b.gdp,esp.b.gdp,fin.b.gdp,fra.b.gdp,gbr.b.gdp,grc.b.gdp,ita.b.gdp,jpn.b.gdp,nld.b.gdp,prt.b.gdp,swe.b.gdp,usa.b.gdp,aus.gr.gdpv,aut.gr.gdpv,bel.gr.gdpv,can.gr.gdpv,deu.gr.gdpv,dnk.gr.gdpv,esp.gr.gdpv,fin.gr.gdpv,fra.gr.gdpv,gbr.gr.gdpv,grc.gr.gdpv,ita.gr.gdpv,jpn.gr.gdpv,nld.gr.gdpv,prt.gr.gdpv,swe.gr.gdpv,usa.gr.gdpv,aus.fsi,aut.fsi,bel.fsi,can.fsi,deu.fsi,dnk.fsi,esp.fsi,fin.fsi,fra.fsi,gbr.fsi,grc.fsi,ita.fsi,jpn.fsi,nld.fsi,prt.fsi,swe.fsi,usa.fsi,aus.gr.lf,aut.gr.lf,bel.gr.lf,can.gr.lf,deu.gr.lf,dnk.gr.lf,esp.gr.lf,fin.gr.lf,fra.gr.lf,gbr.gr.lf,grc.gr.lf,ita.gr.lf,jpn.gr.lf,nld.gr.lf,prt.gr.lf,swe.gr.lf,usa.gr.lf
2010.75,3,119,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,3.547939,42.13344233,78.18912415,36.973895,48.99893842,-2.269177903,37.95486369,-64.86852173,55.81743101,49.34557954,112.813086,102.2796677,111.199978,33.44396221,67.56026167,-23.80318288,67.742688,0.672325115,1.263312173,0.555743053,0.472630565,0.807965254,1.453405381,-0.021870883,-0.091379836,0.51378622,0.402389592,-1.652704212,0.455559845,1.481616749,0.149099839,0.146086309,1.200764863,0.687338852,1.2227,-0.469133333,0.2043,3.3168,1.480566667,1.321333333,-0.301566667,-2.125866667,-0.610066667,1.678866667,0.958733333,-1.055766667,2.564233333,0.896366667,-0.441466667,0.3442,0.7095,0.667465598,0.564992906,0.285865233,0.38608648,-0.264169068,-0.408170645,0.031663062,0.27156761,0.342860005,0.540609298,-0.059725264,-0.341146473,0.256655426,0.030038599,-0.272071739,0.232653789,-0.120481495
2011,4,120,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,4.783736,42.20389452,78.1845307,37.361563,48.62413831,-1.68813025,39.81109628,-63.95298073,56.85643559,52.07511803,120.3003927,102.7256631,113.123517,34.14118293,70.00749071,-23.32043641,69.582887,0.893570942,1.136442554,0.478832901,1.069808315,0.838764805,-0.709129142,0.235824165,1.834349593,0.505530435,-0.199852656,-2.810880097,0.322300114,-0.403423776,0.98893794,-0.264823508,1.878623672,0.694776708,2.457866667,-0.067566667,2.366666667,1.071,2.4215,-0.607933333,0.3106,-0.353733333,0.534333333,-0.029766667,1.022733333,-0.4329,0.253166667,-0.622066667,-0.1118,0.569,1.0034,0.855300766,0.287390158,-0.158062628,-0.094671159,0.232764267,0.052031115,0.067914484,-0.057412968,0.396157398,-0.060096154,-0.199203187,0.287438572,-0.195763477,-0.169034208,-0.177659255,0.187023145,-0.061288611
2011.25,1,121,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,5.601629,42.95525199,78.32260683,37.297128,48.32782197,-0.402828066,41.35920596,-60.96399369,58.09688617,55.58601266,122.7999836,103.5265365,116.478438,34.59505954,71.71669047,-22.94793004,71.768259,-0.466011662,0.924740071,0.829510533,0.546048543,1.531899236,0.395228403,0.181750659,0.012474427,1.11374243,0.465735553,0.835448854,0.054165025,-1.993009878,0.501591949,-0.552403483,-0.200574706,-0.323910483,2.108833333,-1.154333333,1.133466667,0.3075,0.764033333,1.215566667,-0.5262,-2.216266667,-0.6435,-0.926833333,-0.378466667,-1.644033333,0.398533333,-1.237066667,-0.204366667,0.2797,-0.8532,0.240663802,0.087130167,-0.314395399,0.523516121,0.688659508,0.020849553,-0.188993688,0.232777723,-0.137785472,0.291166883,-0.499001996,-0.290754308,-0.04023588,0.27055521,0.028994485,0.776310893,-0.346501398
2011.5,2,122,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,6.293262,43.29361337,78.57351086,38.791026,48.93661317,0.768724485,43.32584067,-59.00140732,59.7155379,59.34795462,125.7911968,103.6996777,120.451003,36.27524874,74.87791794,-22.66344485,70.912143,1.234783842,0.482724041,0.181101406,-0.151483471,0.09102046,0.469378747,-0.119661991,0.371691571,-0.059605056,0.097257551,-0.411406079,0.247828298,-0.776595873,-0.104311808,-0.08019919,0.552344856,0.787565463,2.3589,0.754733333,0.6458,-1.9051,-1.680066667,0.061566667,-1.501266667,-1.856933333,-2.312266667,-2.213566667,-0.996666667,-1.8529,1.556033333,-0.874966667,-2.973266667,0.2132,-3.1069,0.12643894,0.121250086,0.232080621,0.099800217,0.381740102,0.13201964,0.133844937,0.113990345,-0.773993045,0.15147212,-0.200601805,0.113209635,-0.54842717,0.056030008,0.08755126,0.220559998,0.114814807
2011.75,3,123,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,6.851113,44.18567464,79.72159714,41.257065,49.47412451,1.859581659,45.26214831,-56.8354931,60.73767635,62.11732957,129.1672906,104.0404536,124.099284,37.44861059,75.57386554,-21.74520815,74.242395,1.2124938,-0.112398063,0.014329648,1.516947598,0.427434608,-0.486087874,-0.325930614,0.658614176,0.237232144,0.596324888,-0.19782172,-0.134829325,2.570607135,-0.401522932,-0.471949738,1.170836219,0.33841173,2.5141,3.130566667,0.145833333,1.0286,6.3849,2.474466667,-1.533666667,-0.810566667,1.944433333,-0.210333333,0.238533333,-2.498833333,1.6099,1.5728,-2.627033333,2.9125,0.1684,0.487139229,-0.002246083,0.389424623,0.112365965,0.182222312,0.182710556,0.007541267,-0.037033584,0.803348289,-0.157544822,-0.24120603,0.710291016,-0.293434178,0.378646213,-0.676689866,0.001994694,0.153562671
2012,4,124,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,7.285544,44.43421779,80.56994401,42.482859,50.25426959,3.084760121,48.36173535,-53.85894387,61.78540135,66.00717335,131.9570617,97.67651398,127.430056,38.78091465,76.54681188,-20.73081419,76.104617,0.640629388,0.000574989,-0.044084908,0.463551174,0.099611244,-0.075207269,-0.371369297,-0.199995062,0.17827717,-0.106139648,0.047912785,-0.728422449,0.259352625,-0.698095646,-1.739928785,-1.298916573,1.195052483,0.5898,1.636933333,-1.1983,1.1181,6.9765,1.5204,-3.316266667,-1.832266667,0.202,0.648266667,-2.425566667,-6.988533333,0.7686,0.2504,-3.461766667,3.8652,0.6934,0.104726738,0.748911899,0.079405683,0.167290818,0.126531435,-0.442414314,-0.041549549,0.272986024,0.552654878,0.362924859,-0.221640137,0.617194386,0.192815609,0.398939035,-0.619133708,0.393605138,0.204942031
2012.25,1,125,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,7.642405,45.72273636,80.29419385,41.796253,49.69092394,3.628027391,50.26196006,-53.71056445,63.88531141,67.17590279,120.347359,106.8789277,129.116436,39.14555222,78.15674083,-21.5142958,77.886713,1.316845334,0.398639629,0.057335656,0.188610906,0.660414284,0.189058739,-0.425066946,0.398317665,0.02693686,0,0.226414264,-1.140663245,1.248689908,-0.175746263,-0.081819628,0.770367087,0.915228217,0.335433333,0.043733333,-0.0258,0.6685,3.5535,0.4218,-4.089233333,-2.644,-0.864033333,0.633033333,-6.4251,-5.8402,-0.359633333,1.1681,-5.772766667,3.551,-0.2485,0.24176587,0.024753647,-0.057585493,0.155272601,-0.071084433,0.027281099,-0.112417386,0.030993342,0.032497477,0.257845419,-0.100969305,0.905830646,-0.202572167,0.063003391,0.123797832,-0.048995328,0.397574943
2012.5,2,126,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,7.914683,47.14928689,80.59417361,43.031052,49.79293536,5.368547442,53.07378061,-55.24264831,66.12016338,66.99079765,108.4346094,108.0027782,130.39816,40.17164668,82.07105045,-22.32537068,77.984803,0.479329667,0.217485641,-0.414343332,0.393076248,-0.080882921,-0.932997977,-0.495315637,-1.508094921,-0.337944476,-0.459807364,0.303304818,-0.639536592,-0.196161885,0.498919213,-0.956354933,0.942134144,0.299708743,2.201066667,0.856366667,0.495633333,0.6786,2.458266667,2.079433333,-5.059266667,-1.2245,-0.1168,0.140333333,-3.889066667,-5.835766667,2.711066667,1.386433333,-1.395066667,4.3202,-1.1149,0.520217782,0.660784094,0.353482645,0.520150601,0.126463801,-0.102995751,0.051796021,-0.130704514,-0.56096205,0.486137248,0.586213867,0.665269622,-0.258804424,0.051708692,0.048396951,0.397561596,0.153054401
2012.75,3,127,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,8.105442,48.17143747,81.02341333,42.564384,49.72579313,6.339232597,55.3725034,-55.77831394,67.96627091,67.60573013,98.27222241,108.8614144,132.96408,41.64635537,82.84343296,-23.15244745,78.46181,0.800073608,0.068760408,-0.0464756,0.190890949,0.197872057,0.827652603,-0.384596594,-0.307738497,0.156366971,0.612973039,0.353285267,-0.355531712,-0.926262897,-1.000769943,-0.840042359,0.245296793,0.689020398,1.9774,-0.8053,0.081666667,0.0192,1.497866667,0.832333333,-5.245833333,-2.617433333,-0.749066667,-0.163966667,-5.136633333,-5.9841,2.121166667,1.1532,-2.887266667,2.9672,-1.5266,0.279996458,0.157759887,-0.028737794,0.188149576,0.244710292,-0.731282933,-0.029223574,0.652105983,0.518840307,0.159180998,0.100482315,-0.2352064,-0.04070262,0.148194213,-0.26222308,0.301603729,0.021523769
2013,4,128,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,8.21728,49.10502671,81.14267923,43.624417,50.12759826,7.293016819,60.08552478,-55.56690713,70.03973468,68.6883332,86.82575001,113.8087512,135.601947,42.18866194,85.74814054,-23.62938025,79.993616,0.663403476,-0.07121375,-0.098529802,0.232058584,-0.45780709,-0.74180168,-0.769569595,-0.830698188,-0.15501716,-0.307138992,0.478614514,-0.920429429,0.146016461,-0.600673699,-1.925407817,-0.194950557,0.036049955,1.384,-2.6721,-0.5348,0.0122,2.3909,0.842533333,-4.282866667,-3.085566667,-3.554533333,-2.3165,-3.390866667,-4.354,-0.811333333,1.0581,-3.808866667,3.8279,-2.048,0.315812917,-0.130344043,0.463649915,0.515952973,0.118119537,0.284807065,-0.581943519,-0.643736804,1.036327221,0.511062636,-0.321220638,0.011135854,0,0.136143582,-0.460010392,0.330977714,0.367550969
2013.25,1,129,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,,49.38485684,81.85036908,42.502762,49.36936023,7.682290981,61.34633202,-54.57250952,69.82357125,69.56256314,,110.9864131,138.398104,41.493422,87.8506601,-23.24586426,81.366361,0.534366101,0.063899694,-0.032136881,0.539976554,-3.24E-06,0.37890207,-0.387747522,-0.151841073,-0.133490003,0.380716737,,-0.604531254,1.068748104,-0.304136946,-0.446589051,0.309162388,0.285078123,0.319933333,-2.211166667,-2.253,-0.8359,1.7854,-0.5991,-3.0279,-3.265933333,-3.529433333,-3.1011,-1.852066667,-3.730626521,2.342866667,0.619466667,-2.711666667,2.2081,-3.3816,0.587896838,0.051256304,0.176369752,0.019298984,0.117980179,-0.242171961,-0.518543423,-0.027224261,-0.851658069,-0.086810938,-0.563947633,0.001903886,0.341018476,0.000155027,-0.973070553,0.248550613,-0.042881309
2013.5,2,130,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,,49.06771664,82.13942769,42.015093,48.44085342,7.761564056,63.5293074,-53.44268287,69.37856769,71.10290296,,111.8328392,140.730616,42.29909643,88.15565477,-23.33013238,79.749078,0.591859726,0.088210302,0.180689502,0.433418621,0.721437312,0.224475329,-0.101273304,0.152071981,0.548553179,0.657035099,,-0.315146015,0.936961831,0.003506469,1.071403156,-0.214090345,0.614737004,1.458166667,-2.999166667,-1.659833333,,2.017066667,-1.869666667,-3.9129,-2.860833333,-3.285233333,-1.965033333,-2.451166667,-4.714866667,4.268233333,1.109833333,-1.6833,2.3989,-2.8922,0.637974036,-0.195956065,0.270237837,0.35640193,0.219969361,-0.203595015,-0.358738176,-0.180451755,-0.086755228,0.20170049,1.357099453,-0.095270528,-0.096377702,0.5379753,-0.627715874,0.14195435,0.112611163
